Date,Tier,OTM,ShortOTM,LongOTM,Safety,Premium,PnL,DaysHeld,Result,Risk,Side,VIX,ATR,Score,Size,Week,WeekCap,Year,Regime,date,score,bias,close,ema20,Anchor_Signal,Action,Filtered_PnL
2017-04-21,Friday-SNP,600,600,800,100.0,42,16.4,4,WIN,158.0,Bull Put,11.42,65.6,0,0.75,2017_16,600.0,2017,ultra-calm,2017-04-21,1,NEUTRAL,9119.3,9132.215285274742,BULL,TRADE,16.4
2017-04-24,Butterfly,±200,200,500,80.8,180,156.0,5,WIN,40.0,Butterfly,11.63,68.5,0,0.75,2017_17,600.0,2017,ultra-calm,2017-04-24,2,BULL BIAS,9217.7,9140.356686677147,BULL,TRADE,156.0
2017-04-27,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.07,72.1,1,0.75,2017_17,420.0,2017,ultra-calm,2017-04-27,4,STRONG BULL,9328.7,9175.85025825499,BULL,TRADE,12.5
2017-04-28,Friday-SNP,600,600,800,99.9,42,16.4,4,WIN,158.0,Bull Put,10.86,71.2,0,0.75,2017_17,600.0,2017,ultra-calm,2017-04-28,4,STRONG BULL,9304.65,9188.116900325944,BULL,TRADE,16.4
2017-05-03,Wednesday-MW,600,600,800,99.9,50,24.0,5,WIN,150.0,Bull Put,11.53,70.1,0,0.75,2017_18,600.0,2017,ultra-calm,2017-05-03,4,STRONG BULL,9304.0,9210.28480956387,BULL,TRADE,24.0
2017-05-04,Butterfly,±200,200,500,80.2,180,156.0,4,WIN,40.0,Butterfly,11.33,69.5,0,0.75,2017_18,600.0,2017,ultra-calm,2017-05-04,4,STRONG BULL,9356.75,9224.233875319691,BULL,TRADE,156.0
2017-05-08,Monday-RW,600,600,800,99.9,45,20.9,5,WIN,155.0,Bull Put,11.67,71.1,0,0.75,2017_19,600.0,2017,ultra-calm,2017-05-08,4,STRONG BULL,9310.75,9237.071947824057,NEUTRAL,TRADE,20.9
2017-05-09,NarrowCondor,400+400,400,600,97.3,220,116.0,7,WIN,180.0,Condor,11.11,68.2,1,1.5,2017_19,420.0,2017,ultra-calm,2017-05-09,4,STRONG BULL,9317.3,9244.712714697956,BULL,TRADE,116.0
2017-05-15,Monday-RW,600,600,800,99.9,45,20.9,5,WIN,155.0,Bull Put,10.68,65.8,1,0.75,2017_20,420.0,2017,ultra-calm,2017-05-15,4,STRONG BULL,9445.6,9302.867054839044,BULL,TRADE,20.9
2017-05-16,Normal,550,550,750,99.8,60,31.0,6,WIN,140.0,Bull Put,10.56,66.2,2,1.5,2017_20,420.0,2017,ultra-calm,2017-05-16,4,STRONG BULL,9510.25,9322.61781152104,BULL,TRADE,31.0
2017-05-19,NarrowCondor,400+400,400,600,96.8,220,116.0,7,WIN,180.0,Condor,11.3,70.4,0,1.5,2017_20,600.0,2017,ultra-calm,2017-05-19,4,STRONG BULL,9435.4,9357.192524481461,BULL,TRADE,116.0
2017-05-22,Monday-RW,600,600,800,99.9,45,20.9,5,WIN,155.0,Bull Put,11.2,70.5,0,0.75,2017_21,600.0,2017,ultra-calm,2017-05-22,2,BULL BIAS,9438.0,9364.888474530846,NEUTRAL,TRADE,20.9
2017-05-24,Wednesday-MW,600,600,800,99.8,50,24.0,5,WIN,150.0,Bull Put,11.83,72.3,0,0.75,2017_21,600.0,2017,ultra-calm,2017-05-24,0,NEUTRAL,9370.15,9366.639998425477,NEUTRAL,TRADE,24.0
2017-05-25,Near-VC,700,700,900,99.9,80,44.0,5,WIN,120.0,Bull Put,10.45,78.1,0,0.75,2017_21,600.0,2017,ultra-calm,2017-05-25,2,BULL BIAS,9501.25,9379.459998575432,NEUTRAL,TRADE,44.0
2017-05-26,Friday-SNP,600,600,800,99.8,42,16.4,4,WIN,158.0,Bull Put,10.86,80.2,0,0.75,2017_21,600.0,2017,ultra-calm,2017-05-26,4,STRONG BULL,9580.9,9398.644760615867,BULL,TRADE,16.4
2017-05-30,Normal,550,550,750,99.2,60,31.0,5,WIN,140.0,Bull Put,11.77,78.8,1,1.5,2017_22,420.0,2017,ultra-calm,2017-05-30,4,STRONG BULL,9625.85,9437.500132839747,BULL,TRADE,31.0
2017-05-31,Wednesday-MW,600,600,800,99.7,50,24.0,5,WIN,150.0,Bull Put,11.76,76.0,1,0.75,2017_22,420.0,2017,ultra-calm,2017-05-31,4,STRONG BULL,9625.7,9455.423929712151,BULL,TRADE,24.0
2017-06-01,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.31,73.8,0,0.75,2017_22,600.0,2017,ultra-calm,2017-06-01,4,STRONG BULL,9616.6,9470.774031644327,BULL,TRADE,12.5
2017-06-05,Monday-RW,600,600,800,99.9,45,20.9,6,WIN,155.0,Bull Put,11.02,70.6,0,0.75,2017_23,600.0,2017,ultra-calm,2017-06-05,4,STRONG BULL,9676.45,9505.146542910665,BULL,TRADE,20.9
2017-06-06,NarrowCondor,400+400,400,600,96.7,220,116.0,5,WIN,180.0,Condor,11.13,71.0,0,1.5,2017_23,600.0,2017,ultra-calm,2017-06-06,4,STRONG BULL,9636.9,9517.694491204886,BULL,TRADE,116.0
2017-06-07,Butterfly,±200,200,500,80.3,180,156.0,5,WIN,40.0,Butterfly,10.89,69.3,0,0.75,2017_23,600.0,2017,ultra-calm,2017-06-07,4,STRONG BULL,9662.15,9531.452158709182,BULL,TRADE,156.0
2017-06-08,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.07,67.6,0,0.75,2017_23,600.0,2017,ultra-calm,2017-06-08,4,STRONG BULL,9642.7,9542.04719121307,BULL,TRADE,12.5
2017-06-13,Butterfly,±200,200,500,81.8,180,156.0,3,WIN,40.0,Butterfly,11.34,67.0,0,0.75,2017_24,600.0,2017,ultra-calm,2017-06-13,2,BULL BIAS,9597.5,9563.59591669695,NEUTRAL,TRADE,156.0
2017-06-14,Wednesday-MW,600,600,800,99.9,50,24.0,5,WIN,150.0,Bull Put,11.18,65.3,0,0.75,2017_24,600.0,2017,ultra-calm,2017-06-14,2,BULL BIAS,9613.0,9568.301067487717,NEUTRAL,TRADE,24.0
2017-06-15,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.33,64.7,0,0.75,2017_24,600.0,2017,ultra-calm,2017-06-15,2,BULL BIAS,9574.15,9568.858108679364,NEUTRAL,TRADE,12.5
2017-06-16,Friday-SNP,600,600,800,100.0,42,16.4,4,WIN,158.0,Bull Put,10.92,63.7,0,0.75,2017_24,600.0,2017,ultra-calm,2017-06-16,2,BULL BIAS,9578.0,9569.728764995616,NEUTRAL,TRADE,16.4
2017-06-19,Butterfly,±200,200,500,82.5,180,156.0,5,WIN,40.0,Butterfly,10.63,65.9,0,0.75,2017_25,600.0,2017,ultra-calm,2017-06-19,2,BULL BIAS,9654.15,9577.76888261508,BULL,TRADE,156.0
2017-06-20,Aggressive,450,450,650,99.3,100,65.0,7,WIN,100.0,Bull Put,10.66,63.5,0,1.5,2017_25,600.0,2017,ultra-calm,2017-06-20,2,BULL BIAS,9649.95,9584.643274746977,BULL,TRADE,65.0
2017-06-21,Wednesday-MW,600,600,800,100.0,50,24.0,6,WIN,150.0,Bull Put,10.92,61.9,0,0.75,2017_25,600.0,2017,ultra-calm,2017-06-21,2,BULL BIAS,9636.45,9589.5772485806,BULL,TRADE,24.0
2017-06-22,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.21,63.2,0,0.75,2017_25,600.0,2017,ultra-calm,2017-06-22,2,BULL BIAS,9624.0,9592.855605858638,BULL,TRADE,12.5
2017-06-28,Butterfly,±200,200,500,80.9,180,220.8,3,WIN,40.0,Butterfly,11.99,68.5,0,0.75,2017_26,600.0,2017,ultra-calm,2017-06-28,-1,NEUTRAL,9492.8,9574.867390193758,BEAR,TRADE,220.8
2017-06-29,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.38,69.5,0,0.75,2017_26,600.0,2017,ultra-calm,2017-06-29,-1,NEUTRAL,9494.25,9567.189543508639,BEAR,TRADE,12.5
2017-06-30,Friday-SNP,600,600,800,99.9,42,16.4,4,WIN,158.0,Bull Put,11.73,70.7,0,0.75,2017_26,600.0,2017,ultra-calm,2017-06-30,-1,NEUTRAL,9524.95,9563.16672984115,BEAR,TRADE,16.4
2017-07-03,Monday-RW,600,600,800,99.8,45,20.9,5,WIN,155.0,Bull Put,11.2,72.7,0,0.75,2017_27,600.0,2017,ultra-calm,2017-07-03,0,NEUTRAL,9615.55,9568.15561271342,NEUTRAL,TRADE,20.9
2017-07-04,Aggressive,450,450,650,98.3,100,65.0,5,WIN,100.0,Bull Put,11.28,71.4,0,1.5,2017_27,600.0,2017,ultra-calm,2017-07-04,2,BULL BIAS,9610.65,9572.202697216904,BULL,TRADE,65.0
2017-07-05,Butterfly,±200,200,500,80.6,180,220.8,3,WIN,40.0,Butterfly,11.15,68.8,0,0.75,2017_27,600.0,2017,ultra-calm,2017-07-05,2,BULL BIAS,9641.35,9578.788154624819,BULL,TRADE,220.8
2017-07-06,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,10.98,68.3,0,0.75,2017_27,600.0,2017,ultra-calm,2017-07-06,2,BULL BIAS,9668.95,9587.374997041503,BULL,TRADE,12.5
2017-07-10,Monday-RW,600,600,800,99.9,45,20.9,5,WIN,155.0,Bull Put,10.91,69.9,0,0.75,2017_28,600.0,2017,ultra-calm,2017-07-10,4,STRONG BULL,9762.2,9610.743931818553,BULL,TRADE,20.9
2017-07-11,Normal,550,550,750,99.7,60,31.0,5,WIN,140.0,Bull Put,10.89,69.8,1,1.5,2017_28,420.0,2017,ultra-calm,2017-07-11,4,STRONG BULL,9786.4,9627.473081169166,BULL,TRADE,31.0
2017-07-17,Monday-RW,600,600,800,99.9,45,20.9,5,WIN,155.0,Bull Put,11.46,66.1,1,0.75,2017_29,420.0,2017,ultra-calm,2017-07-17,4,STRONG BULL,9913.65,9711.020830369274,BULL,TRADE,20.9
2017-07-19,Wednesday-MW,600,600,800,99.9,50,24.0,5,WIN,150.0,Bull Put,11.26,69.0,1,0.75,2017_29,420.0,2017,ultra-calm,2017-07-19,4,STRONG BULL,9902.05,9739.33269787598,NEUTRAL,TRADE,24.0
2017-07-24,Monday-RW,600,600,800,99.9,45,20.9,5,WIN,155.0,Bull Put,11.31,69.4,1,0.75,2017_30,420.0,2017,ultra-calm,2017-07-24,4,STRONG BULL,9965.55,9786.197988849082,BULL,TRADE,20.9
2017-07-25,Normal,550,550,750,99.7,60,31.0,5,WIN,140.0,Bull Put,10.91,68.8,1,1.5,2017_30,420.0,2017,ultra-calm,2017-07-25,4,STRONG BULL,9964.8,9803.207704196788,BULL,TRADE,31.0
2017-08-01,Aggressive,450,450,650,98.2,100,65.0,7,WIN,100.0,Bull Put,11.91,71.9,0,1.5,2017_31,600.0,2017,ultra-calm,2017-08-01,4,STRONG BULL,10120.35,9901.76031034834,BULL,TRADE,65.0
2017-08-02,Wednesday-MW,600,600,800,99.8,50,24.0,7,WIN,150.0,Bull Put,11.94,72.6,0,0.75,2017_31,600.0,2017,ultra-calm,2017-08-02,4,STRONG BULL,10058.1,9916.649804600878,BULL,TRADE,24.0
2017-08-03,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.64,73.3,0,0.75,2017_31,600.0,2017,ultra-calm,2017-08-03,4,STRONG BULL,10003.85,9924.95458511508,NEUTRAL,TRADE,12.5
2017-08-07,Monday-RW,600,600,800,99.8,45,20.9,7,WIN,155.0,Bull Put,11.9,74.1,0,0.75,2017_32,600.0,2017,ultra-calm,2017-08-07,2,BULL BIAS,10049.6,9936.825577008882,BULL,TRADE,20.9
2017-08-10,NarrowCondor,400+400,400,600,93.5,220,116.0,5,WIN,180.0,Condor,13.8,82.0,1,1.0,2017_32,420.0,2017,normal,2017-08-10,-3,STRONG BEAR,9850.0,9928.548993921166,NEUTRAL,TRADE,116.0
2017-08-14,NarrowCondor,400+400,400,600,91.0,220,116.0,5,WIN,180.0,Condor,14.38,89.1,1,1.0,2017_33,420.0,2017,normal,2017-08-14,-3,STRONG BEAR,9790.85,9896.857112937734,BEAR,TRADE,116.0
2017-08-16,Cautious,650,650,850,99.2,40,16.0,5,WIN,160.0,Bull Put,14.24,91.9,0,1.5,2017_33,420.0,2017,normal,2017-08-16,-2,BEAR BIAS,9900.65,9897.218340276997,BEAR,TRADE,16.0
2017-08-21,NarrowCondor,400+400,400,600,88.6,220,116.0,5,WIN,180.0,Condor,14.82,95.8,0,1.0,2017_34,420.0,2017,normal,2017-08-21,-3,STRONG BEAR,9751.45,9878.44404448331,BEAR,TRADE,116.0
2017-08-22,Normal,550,550,750,97.2,60,31.0,5,WIN,140.0,Bull Put,14.11,94.4,0,1.5,2017_34,420.0,2017,normal,2017-08-22,-3,STRONG BEAR,9775.1,9868.60175453252,BEAR,TRADE,31.0
2017-08-28,Monday-RW,600,600,800,99.1,45,20.9,5,WIN,155.0,Bull Put,12.64,87.2,0,0.75,2017_35,420.0,2017,normal,2017-08-28,-2,BEAR BIAS,9911.9,9870.838034158143,NEUTRAL,TRADE,20.9
2017-08-30,Wednesday-MW,600,600,800,98.6,50,24.0,5,WIN,150.0,Bull Put,12.89,92.0,0,0.75,2017_35,420.0,2017,normal,2017-08-30,-2,BEAR BIAS,9886.35,9865.608232043285,BEAR,TRADE,24.0
2017-08-31,Near-VC,700,700,900,99.7,80,44.0,5,WIN,120.0,Bull Put,11.95,90.2,0,0.75,2017_35,600.0,2017,ultra-calm,2017-08-31,-2,BEAR BIAS,9915.8,9870.388400420115,NEUTRAL,TRADE,44.0
2017-09-01,Friday-SNP,600,600,800,99.4,42,16.4,4,WIN,158.0,Bull Put,11.68,89.0,0,0.75,2017_35,600.0,2017,ultra-calm,2017-09-01,2,BULL BIAS,9971.05,9879.975219427724,BULL,TRADE,16.4
2017-09-05,Normal,550,550,750,98.0,60,31.0,5,WIN,140.0,Bull Put,12.89,89.3,0,1.5,2017_36,420.0,2017,normal,2017-09-05,2,BULL BIAS,9946.5,9888.41123404401,BULL,TRADE,31.0
2017-09-06,Wednesday-MW,600,600,800,99.0,50,24.0,5,WIN,150.0,Bull Put,13.12,87.5,0,0.75,2017_36,420.0,2017,normal,2017-09-06,0,NEUTRAL,9915.15,9890.957783182675,NEUTRAL,TRADE,24.0
2017-09-11,Monday-RW,600,600,800,99.3,45,20.9,5,WIN,155.0,Bull Put,12.36,83.8,0,0.75,2017_37,420.0,2017,normal,2017-09-11,2,BULL BIAS,10005.95,9907.367080752614,BULL,TRADE,20.9
2017-09-12,Aggressive,450,450,650,95.6,100,65.0,5,WIN,100.0,Bull Put,11.76,84.4,0,1.5,2017_37,600.0,2017,ultra-calm,2017-09-12,4,STRONG BULL,10087.6,9924.532120680937,BULL,TRADE,65.0
2017-09-13,Wednesday-MW,600,600,800,99.4,50,24.0,5,WIN,150.0,Bull Put,11.76,83.2,0,0.75,2017_37,600.0,2017,ultra-calm,2017-09-13,4,STRONG BULL,10085.7,9939.881442520847,BULL,TRADE,24.0
2017-09-14,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.47,81.2,0,0.75,2017_37,600.0,2017,ultra-calm,2017-09-14,4,STRONG BULL,10087.0,9953.892733709337,BULL,TRADE,12.5
2017-09-18,Monday-RW,600,600,800,99.5,45,20.9,7,WIN,155.0,Bull Put,11.44,80.9,0,0.75,2017_38,600.0,2017,ultra-calm,2017-09-18,4,STRONG BULL,10154.4,9984.32035571218,BULL,TRADE,20.9
2017-09-19,Aggressive,450,450,650,97.0,100,65.0,7,WIN,100.0,Bull Put,11.47,78.6,0,1.5,2017_38,600.0,2017,ultra-calm,2017-09-19,4,STRONG BULL,10149.35,10000.037464691972,BULL,TRADE,65.0
2017-09-20,Wednesday-MW,600,600,800,99.7,50,24.0,7,WIN,150.0,Bull Put,11.63,75.5,0,0.75,2017_38,600.0,2017,ultra-calm,2017-09-20,4,STRONG BULL,10139.55,10013.324372816545,BULL,TRADE,24.0
2017-09-21,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.63,77.3,0,0.75,2017_38,600.0,2017,ultra-calm,2017-09-21,4,STRONG BULL,10123.6,10023.826813500684,NEUTRAL,TRADE,12.5
2017-09-26,NarrowCondor,400+400,400,600,91.5,220,116.0,6,WIN,180.0,Condor,12.93,87.7,1,1.0,2017_39,420.0,2017,normal,2017-09-26,-3,STRONG BEAR,9855.25,9990.304137112751,BEAR,TRADE,116.0
2017-09-28,Normal,550,550,750,96.9,60,31.0,5,WIN,140.0,Bull Put,13.17,96.3,2,1.5,2017_39,420.0,2017,normal,2017-09-28,-3,STRONG BEAR,9760.2,9946.674815187534,BEAR,TRADE,31.0
2017-10-04,Wednesday-MW,600,600,800,98.1,50,24.0,5,WIN,150.0,Bull Put,11.8,96.4,1,0.75,2017_40,420.0,2017,ultra-calm,2017-10-04,-2,BEAR BIAS,9924.5,9923.877762376775,NEUTRAL,TRADE,24.0
2017-10-05,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.71,94.1,1,0.75,2017_40,420.0,2017,ultra-calm,2017-10-05,-3,STRONG BEAR,9887.1,9920.375118340891,NEUTRAL,TRADE,12.5
2017-10-09,Monday-RW,600,600,800,98.6,45,20.9,5,WIN,155.0,Bull Put,11.39,91.9,1,0.75,2017_41,420.0,2017,ultra-calm,2017-10-09,-2,BEAR BIAS,9987.95,9932.568974424175,BULL,TRADE,20.9
2017-10-10,Aggressive,450,450,650,94.5,100,65.0,5,WIN,100.0,Bull Put,11.11,88.6,0,1.0,2017_41,600.0,2017,ultra-calm,2017-10-10,0,NEUTRAL,10013.8,9940.305262574253,BULL,TRADE,65.0
2017-10-12,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.04,93.4,1,0.75,2017_41,420.0,2017,ultra-calm,2017-10-12,2,BULL BIAS,10098.0,9957.89115598482,BULL,TRADE,12.5
2017-10-16,Monday-RW,600,600,800,98.6,45,20.9,5,WIN,155.0,Bull Put,11.31,92.5,1,0.75,2017_42,420.0,2017,ultra-calm,2017-10-16,4,STRONG BULL,10233.05,10001.662828368526,BULL,TRADE,20.9
2017-10-17,Normal,550,550,750,98.1,60,31.0,5,WIN,140.0,Bull Put,11.61,88.7,2,1.5,2017_42,420.0,2017,ultra-calm,2017-10-17,4,STRONG BULL,10238.35,10024.204463762,BULL,TRADE,31.0
2017-10-23,Monday-RW,600,600,800,99.0,45,20.9,5,WIN,155.0,Bull Put,12.33,87.9,0,0.75,2017_43,420.0,2017,normal,2017-10-23,4,STRONG BULL,10191.3,10063.744597445586,NEUTRAL,TRADE,20.9
2017-10-24,NarrowCondor,400+400,400,600,92.3,220,116.0,7,WIN,180.0,Condor,11.59,85.6,1,1.0,2017_43,420.0,2017,ultra-calm,2017-10-24,4,STRONG BULL,10207.7,10077.4546357841,BULL,TRADE,116.0
2017-10-27,Friday-SNP,600,600,800,99.6,42,16.4,4,WIN,158.0,Bull Put,11.48,85.5,0,0.75,2017_43,600.0,2017,ultra-calm,2017-10-27,4,STRONG BULL,10319.2,10139.644816633532,BULL,TRADE,16.4
2017-10-31,Normal,550,550,750,99.0,60,31.0,5,WIN,140.0,Bull Put,12.44,81.0,0,1.5,2017_44,420.0,2017,normal,2017-10-31,4,STRONG BULL,10340.0,10178.166165090033,BULL,TRADE,31.0
2017-11-01,Wednesday-MW,600,600,800,99.4,50,24.0,6,WIN,150.0,Bull Put,12.14,83.2,0,0.75,2017_44,420.0,2017,normal,2017-11-01,4,STRONG BULL,10441.55,10203.250339843362,BULL,TRADE,24.0
2017-11-07,NarrowCondor,400+400,400,600,93.1,220,116.0,7,WIN,180.0,Condor,13.24,83.1,0,1.0,2017_45,420.0,2017,normal,2017-11-07,4,STRONG BULL,10351.4,10272.592793839642,BULL,TRADE,116.0
2017-11-08,Wednesday-MW,600,600,800,99.3,50,24.0,6,WIN,150.0,Bull Put,13.61,84.1,0,0.75,2017_45,420.0,2017,normal,2017-11-08,2,BULL BIAS,10313.8,10276.517289664438,NEUTRAL,TRADE,24.0
2017-11-15,Wednesday-MW,600,600,800,98.8,50,24.0,5,WIN,150.0,Bull Put,14.27,90.7,1,0.75,2017_46,420.0,2017,normal,2017-11-15,-3,STRONG BEAR,10129.55,10262.250096957332,BEAR,TRADE,24.0
2017-11-16,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,13.46,91.5,0,0.75,2017_46,420.0,2017,normal,2017-11-16,-3,STRONG BEAR,10231.45,10259.316754389967,BEAR,TRADE,12.5
2017-11-20,Monday-RW,600,600,800,98.8,45,20.9,5,WIN,155.0,Bull Put,13.43,89.7,0,0.75,2017_47,420.0,2017,normal,2017-11-20,-2,BEAR BIAS,10297.05,10264.24024565709,NEUTRAL,TRADE,20.9
2017-11-21,Normal,550,550,750,98.2,60,31.0,5,WIN,140.0,Bull Put,13.72,87.7,0,1.5,2017_47,420.0,2017,normal,2017-11-21,0,NEUTRAL,10321.25,10269.669746070702,BULL,TRADE,31.0
2017-11-27,Monday-RW,600,600,800,99.5,45,20.9,7,WIN,155.0,Bull Put,13.03,81.0,0,0.75,2017_48,420.0,2017,normal,2017-11-27,-2,BEAR BIAS,10404.65,10304.958694564915,BULL,TRADE,20.9
2017-11-28,NarrowCondor,400+400,400,600,94.4,220,144.7,5,WIN,180.0,Condor,13.15,79.1,0,1.0,2017_48,420.0,2017,normal,2017-11-28,-2,BEAR BIAS,10363.8,10310.562628415875,BULL,TRADE,144.7
2017-12-04,Monday-RW,600,600,800,99.1,45,20.9,5,WIN,155.0,Bull Put,14.86,86.5,1,0.75,2017_49,420.0,2017,normal,2017-12-04,-3,STRONG BEAR,10137.9,10274.184944019133,BEAR,TRADE,20.9
2017-12-05,NarrowCondor,400+400,400,600,92.2,220,116.0,6,WIN,180.0,Condor,15.01,85.8,1,1.0,2017_49,420.0,2017,normal,2017-12-05,-3,STRONG BEAR,10122.15,10259.70542554112,BEAR,TRADE,116.0
2017-12-11,Monday-RW,600,600,800,99.0,45,20.9,5,WIN,155.0,Bull Put,14.15,88.5,0,0.75,2017_50,420.0,2017,normal,2017-12-11,0,NEUTRAL,10326.05,10244.420767385729,NEUTRAL,TRADE,20.9
2017-12-18,VIX-Collapse,700,700,900,97.8,100,62.0,5,WIN,100.0,Bull Put,13.12,115.5,0,1.5,2017_51,420.0,2017,normal,2017-12-18,2,BULL BIAS,10390.8,10263.475253281696,BULL,TRADE,62.0
2017-12-19,VIX-Collapse,700,700,900,98.1,100,62.0,5,WIN,100.0,Bull Put,12.19,112.9,1,1.5,2017_51,420.0,2017,normal,2017-12-19,2,BULL BIAS,10469.5,10283.09665773106,BULL,TRADE,62.0
2017-12-20,Cautious,650,650,850,97.6,40,16.0,5,WIN,160.0,Bull Put,12.19,108.9,2,1.5,2017_51,420.0,2017,normal,2017-12-20,2,BULL BIAS,10443.2,10298.344595090006,BULL,TRADE,16.0
2017-12-26,Normal,550,550,750,96.3,60,31.0,6,WIN,140.0,Bull Put,12.05,99.5,1,1.5,2017_52,420.0,2017,normal,2017-12-26,4,STRONG BULL,10525.6,10346.446266895837,BULL,TRADE,31.0
2017-12-27,Wednesday-MW,600,600,800,97.9,50,24.0,5,WIN,150.0,Bull Put,12.49,98.3,1,0.75,2017_52,420.0,2017,normal,2017-12-27,4,STRONG BULL,10475.1,10358.699003381947,BULL,TRADE,24.0
2018-01-02,NarrowCondor,400+400,400,600,88.6,220,116.0,7,WIN,180.0,Condor,13.69,95.7,0,1.0,2018_01,420.0,2018,normal,2018-01-02,2,BULL BIAS,10439.55,10393.471320693223,NEUTRAL,TRADE,116.0
2018-01-03,Wednesday-MW,600,600,800,98.4,50,24.0,5,WIN,150.0,Bull Put,13.62,94.1,0,0.75,2018_01,420.0,2018,normal,2018-01-03,2,BULL BIAS,10446.75,10398.545480627201,NEUTRAL,TRADE,24.0
2018-01-09,Normal,550,550,750,98.4,60,31.0,5,WIN,140.0,Bull Put,13.85,86.3,0,1.5,2018_02,420.0,2018,normal,2018-01-09,4,STRONG BULL,10628.3,10459.549922515915,BULL,TRADE,31.0
2018-01-10,Wednesday-MW,600,600,800,99.3,50,24.0,5,WIN,150.0,Bull Put,14.04,84.6,0,0.75,2018_02,420.0,2018,normal,2018-01-10,4,STRONG BULL,10625.4,10475.345167990588,BULL,TRADE,24.0
2018-01-16,Normal,550,550,750,98.6,60,31.0,5,WIN,140.0,Bull Put,14.09,84.5,0,1.5,2018_03,420.0,2018,normal,2018-01-16,4,STRONG BULL,10711.15,10547.3041995758,BULL,TRADE,31.0
2018-01-17,Wednesday-MW,600,600,800,99.0,50,24.0,5,WIN,150.0,Bull Put,13.86,88.0,0,0.75,2018_03,420.0,2018,normal,2018-01-17,4,STRONG BULL,10794.3,10570.82760914001,BULL,TRADE,24.0
2018-01-25,Cautious,650,650,850,99.3,40,16.0,7,WIN,160.0,Bull Put,17.51,91.4,2,1.5,2018_04,300.0,2018,elevated,2018-01-25,4,STRONG BULL,11064.55,10764.97812410585,BULL,TRADE,16.0
2018-01-29,Cautious,650,650,850,99.2,40,-168.0,7,LOSS,160.0,Bull Put,17.89,92.5,2,1.5,2018_05,300.0,2018,elevated,2018-01-29,4,STRONG BULL,11124.7,10799.237350381483,BULL,TRADE,-168.0
2018-02-08,Near-VC,700,700,900,93.6,80,44.0,7,WIN,120.0,Bull Put,17.77,142.8,2,0.75,2018_06,300.0,2018,elevated,2018-02-08,-3,STRONG BEAR,10579.3,10752.38199957663,BEAR,TRADE,44.0
2018-02-12,Normal,550,550,750,85.8,60,31.0,6,WIN,140.0,Bull Put,17.88,141.5,2,1.0,2018_07,300.0,2018,elevated,2018-02-12,-3,STRONG BEAR,10535.1,10707.080503054794,BEAR,TRADE,31.0
2018-02-14,Near-VC,700,700,900,94.0,80,44.0,6,WIN,120.0,Bull Put,17.18,140.7,2,0.75,2018_07,300.0,2018,elevated,2018-02-14,-3,STRONG BEAR,10459.8,10683.529978954337,NEUTRAL,TRADE,44.0
2018-02-19,CONDOR,500+450,500,700,80.0,160,81.0,6,WIN,280.0,Condor,16.67,147.4,2,0.75,2018_08,300.0,2018,elevated,2018-02-19,-3,STRONG BEAR,10387.95,10624.982585643862,BEAR,TRADE,81.0
2018-02-23,VIX-Collapse,700,700,900,94.9,100,62.0,7,WIN,100.0,Bull Put,14.2,135.5,1,1.0,2018_08,420.0,2018,normal,2018-02-23,-3,STRONG BEAR,10492.55,10571.724182586247,BEAR,TRADE,62.0
2018-02-26,Near-VC,700,700,900,95.3,80,44.0,7,WIN,120.0,Bull Put,13.7,133.0,0,0.75,2018_09,420.0,2018,normal,2018-02-26,-2,BEAR BIAS,10576.7,10572.198069958986,NEUTRAL,TRADE,44.0
2018-02-27,CONDOR,450+450,450,650,80.9,160,81.0,7,WIN,280.0,Condor,13.92,130.2,0,0.75,2018_09,420.0,2018,normal,2018-02-27,-3,STRONG BEAR,10551.05,10570.18396805813,NEUTRAL,TRADE,81.0
2018-03-07,Wednesday-MW,600,600,800,92.2,50,24.0,5,WIN,150.0,Bull Put,15.7,128.9,1,0.75,2018_10,420.0,2018,normal,2018-03-07,-4,STRONG BEAR,10163.55,10471.266882876982,BEAR,TRADE,24.0
2018-03-08,Near-VC,700,700,900,96.1,80,44.0,5,WIN,120.0,Bull Put,14.59,128.5,1,0.75,2018_10,420.0,2018,normal,2018-03-08,-4,STRONG BEAR,10236.35,10448.893846412508,BEAR,TRADE,44.0
